"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"154618","occ","","","13738","Panthera tigris","species","104157","Holocene","","0.0117","0","6145"
"154619","occ","","","13738","Manis","genus","43677","Holocene","","0.0117","0","6145"
"157954","occ","","","13998","Adcrocuta","genus","41021","Late Miocene","","11.608","5.333","6183"
"157955","occ","","","13998","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","6183"
"162774","occ","","","14451","Nyctitheriidae","family","40496","Judithian","","83.5","70.6","4218"
"163136","occ","","","14519","Altacreodus magnus","species","45117","Lancian","","70.6","66","1242"
"163177","occ","","","14532","Altacreodus magnus","species","45117","Lancian","","70.6","66","1242"
"163294","occ","","","14558","Altacreodus magnus","species","45117","Lancian","","70.6","66","3310"
"163486","occ","","","14598","Altacreodus magnus","species","45117","Lancian","","70.6","66","1242"
"163621","occ","","","14630","Altacreodus magnus","species","45117","Lancian","","70.6","66","2229"
"163636","occ","","","14633","Altacreodus magnus","species","45117","Lancian","","70.6","66","2229"
"163651","occ","","","14635","Altacreodus magnus","species","45117","Lancian","","70.6","66","2229"
"163656","occ","","","14637","Altacreodus magnus","species","45117","Lancian","","70.6","66","2229"
"163834","occ","","","14516","Altacreodus magnus","species","45117","Lancian","","70.6","66","962"
"164193","occ","","","14760","Erinaceomorpha","unranked clade","147544","Puercan","","66","63.3","3646"
"164254","occ","","","14766","Leptacodon proserpinae","species","47526","Puercan","","66","63.3","3485"
"164284","occ","","","14768","Ravenictis krausei","species","51312","Puercan","","66","63.3","1542"
"164450","occ","","","14794","Erinaceomorpha","unranked clade","147544","Puercan","","66","63.3","3646"
"164577","occ","","","14812","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","2385"
"164599","occ","","","14815","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3375"
"164647","occ","10086","","14816","Protictis simpsoni","species","50965","Torrejonian","","63.3","61.7","7533"
"164656","occ","320","","14819","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","6294"
"164679","occ","","","14822","Protictis","genus","97765","Torrejonian","","63.3","61.7","1536"
"164685","occ","","","14824","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3649"
"164706","occ","323","","14825","Intyrictis vanvaleni","species","50967","Torrejonian","","63.3","61.7","6294"
"164733","occ","","","14828","Creodonta","order","40902","Torrejonian","","63.3","61.7","1536"
"164734","occ","","","14828","Simpsonictis jaynanneae","species","51574","Torrejonian","","63.3","61.7","1536"
"164747","occ","","","14829","Protictis (Bryanictis)","subgenus","40972","Puercan","","66","63.3","3034"
"164772","occ","","","14830","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3436"
"164790","occ","","","14832","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3649"
"164812","occ","342","","14833","Intyrictis vanvaleni","species","50967","Torrejonian","","63.3","61.7","6294"
"164813","occ","","","14833","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3649"
"164835","occ","","","14835","Escavadodon zygus","species","46326","Torrejonian","","63.3","61.7","2976"
"164837","occ","","","14835","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3649"
"164892","occ","","","14853","Intyrictis vanvaleni","species","50967","Torrejonian","Tiffanian","63.3","56.8","3096"
"164914","occ","","","14862","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3434"
"164925","occ","","","14865","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3649"
"164926","occ","345","","14865","Viverravidae","family","40992","Torrejonian","","63.3","61.7","6294"
"164978","occ","","","14868","Protictis","genus","97765","Torrejonian","","63.3","61.7","3375"
"165011","occ","353","","14873","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","6294"
"165092","occ","","","14886","Leptacodon tener","species","47529","Torrejonian","","63.3","61.7","2905"
"165101","occ","","","14886","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","2905"
"165102","occ","366","","14886","Intyrictis vanvaleni","species","50967","Torrejonian","","63.3","61.7","6294"
"165103","occ","","","14886","Simpsonictis jaynanneae","species","51574","Torrejonian","","63.3","61.7","2905"
"165126","occ","370","","14887","Carnivora","order","36905","Puercan","","66","63.3","3646"
"165166","occ","377","","14893","Intyrictis vanvaleni","species","50967","Torrejonian","","63.3","61.7","6294"
"165167","occ","","","14893","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","3649"
"165210","occ","378","","14896","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165211","occ","","","14896","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","829"
"165220","occ","380","","14897","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165221","occ","","","14897","Protictis","genus","97765","Torrejonian","","63.3","61.7","829"
"165243","occ","383","","14898","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165244","occ","","","14898","Protictis","genus","97765","Torrejonian","","63.3","61.7","829"
"165265","occ","386","","14899","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165270","occ","387","","14900","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165277","occ","388","","14901","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165292","occ","389","","14904","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165305","occ","391","","14905","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165338","occ","","","14906","Leptacodon munusculum","species","47524","Torrejonian","","63.3","61.7","2953"
"165362","occ","","","14906","Ictidopappus mustelinus","species","47336","Torrejonian","","63.3","61.7","2953"
"165363","occ","","","14906","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","2953"
"165364","occ","401","","14906","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165365","occ","402","","14906","Simpsonictis tenuis","species","45735","Torrejonian","","63.3","61.7","6294"
"165366","occ","403","","14906","Intyrictis vanvaleni","species","50967","Torrejonian","","63.3","61.7","2905"
"165396","occ","","","14912","Leptacodon munusculum","species","47524","Torrejonian","","63.3","61.7","2953"
"165398","occ","411","","14912","Erinaceomorpha","unranked clade","147544","Torrejonian","","63.3","61.7","6294"
"165424","occ","","","14912","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","2953"
"165425","occ","","","14912","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","1676"
"165426","occ","","","14912","Simpsonictis tenuis","species","45735","Torrejonian","","63.3","61.7","1676"
"165427","occ","417","","14912","Simpsonictis pegus","species","51575","Torrejonian","","63.3","61.7","1676"
"165446","occ","426","","14913","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165447","occ","427","","14913","Protictis haydenianus","species","45728","Torrejonian","","63.3","61.7","6294"
"165461","occ","435","","14917","Bryanictis microlestes","species","45731","Torrejonian","","63.3","61.7","6294"
"165471","occ","441","","14919","Protictis (Protictis)","subgenus","97763","Torrejonian","","63.3","61.7","2385"
"165477","occ","445","","14920","Protictis (Protictis)","subgenus","97763","Torrejonian","","63.3","61.7","2385"
"165488","occ","451","","14923","Protictis (Protictis)","subgenus","97763","Torrejonian","","63.3","61.7","2385"
"165493","occ","","","14925","Creodonta","order","40902","Tiffanian","","61.7","56.8","1534"
"165496","occ","","","14926","Leptacodon","genus","40499","Tiffanian","","61.7","56.8","1375"
"165521","occ","","","14929","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","1534"
"165542","occ","","","14931","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","1929"
"165554","occ","","","14931","Protictis paralus","species","50963","Tiffanian","","61.7","56.8","1929"
"165555","occ","","","14931","Miacidae","family","40978","Tiffanian","","61.7","56.8","1929"
"165568","occ","","","14934","Diacocherus meizon","species","45616","Tiffanian","","61.7","56.8","1534"
"165569","occ","","","14934","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","1534"
"165589","occ","468","","14936","Leptacodon munusculum","species","47524","Tiffanian","","61.7","56.8","6294"
"165592","occ","","","14936","Diacocherus meizon","species","45616","Tiffanian","","61.7","56.8","1731"
"165611","occ","","","14936","Protictis agastor","species","50956","Tiffanian","","61.7","56.8","1731"
"165612","occ","","","14936","Protictis paralus","species","50963","Tiffanian","","61.7","56.8","1731"
"165613","occ","","","14936","Raphictis gausion","species","51311","Tiffanian","","61.7","56.8","1731"
"165614","occ","","","14936","Tytthaena parrisi","species","52546","Tiffanian","","61.7","56.8","1731"
"165623","occ","","","14937","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","3717"
"165668","occ","","","14939","Leptacodon munusculum","species","47524","Ti1","","61.7","56.8","1534"
"165669","occ","","","14939","Leptacodon tener","species","47529","Ti1","","61.7","56.8","1534"
"165670","occ","","","14939","Leptacodon packi","species","47525","Ti1","","61.7","56.8","1534"
"165671","occ","","","14939","Nyctitherium","genus","40501","Ti1","","61.7","56.8","1534"
"165672","occ","","","14939","Limaconyssus","genus","40500","Ti1","","61.7","56.8","1534"
"165673","occ","","","14939","Nyctitheriidae","family","40496","Ti1","","61.7","56.8","1534"
"165686","occ","","","14939","Simpsonictis pegus","species","51575","Ti1","","61.7","56.8","1534"
"165687","occ","","","14939","Simpsonictis tenuis","species","45735","Ti1","","61.7","56.8","1534"
"165688","occ","","","14939","Pristinictis connata","species","50669","Ti1","","61.7","56.8","1542"
"165689","occ","","","14939","Creodonta","order","40902","Ti1","","61.7","56.8","1534"
"165739","occ","486","","14944","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","1652"
"165747","occ","491","","14944","Didymictis proteus","species","45734","Tiffanian","","61.7","56.8","6294"
"165781","occ","","","14951","Nyctitheriidae","family","40496","Tiffanian","","61.7","56.8","1534"
"165793","occ","498","","14952","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","6294"
"165794","occ","","","14952","Talpavoides dartoni","species","51991","Tiffanian","","61.7","56.8","3716"
"165795","occ","","","14952","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","3716"
"165822","occ","","","14954","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","1536"
"165832","occ","","","14954","Raphictis gausion","species","51311","Tiffanian","","61.7","56.8","1536"
"165833","occ","","","14954","Raphictis","genus","40977","Tiffanian","","61.7","56.8","1536"
"165867","occ","","","14957","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","1534"
"165909","occ","","","14962","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","1929"
"165918","occ","","","14962","Protictis paralus","species","50963","Tiffanian","","61.7","56.8","1929"
"165919","occ","","","14962","Viverravinae","subfamily","57926","Tiffanian","","61.7","56.8","1929"
"165920","occ","","","14962","Miacidae","family","40978","Tiffanian","","61.7","56.8","1929"
"165965","occ","","","14967","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","3137"
"165966","occ","","","14967","Xenacodon mutilatus","species","52714","Tiffanian","","61.7","56.8","3137"
"165989","occ","","","14973","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","1536"
"165990","occ","","","14973","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","1536"
"165991","occ","","","14973","Nyctitherium","genus","40501","Tiffanian","","61.7","56.8","1536"
"166002","occ","541","","14974","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","1652"
"166003","occ","","","14974","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","3716"
"166008","occ","","","14974","Protictis haydenianus","species","45728","Tiffanian","","61.7","56.8","3716"
"166030","occ","","","14976","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","6212"
"166050","occ","","","14978","Diacocherus meizon","species","45616","Tiffanian","","61.7","56.8","1536"
"166051","occ","","","14978","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","1536"
"166056","occ","550","","14978","Didymictis proteus","species","45734","Tiffanian","","61.7","56.8","6294"
"166057","occ","","","14978","Raphictis gausion","species","51311","Tiffanian","","61.7","56.8","1536"
"166058","occ","","","14978","Raphictis","genus","40977","Tiffanian","","61.7","56.8","1536"
"166134","occ","573","","14989","Simpsonictis tenuis","species","45735","Tiffanian","","61.7","56.8","6294"
"166156","occ","","","14992","Melaniella timosa","species","48066","Ti3","","61.7","56.8","1531"
"166159","occ","","","14992","Diacocherus minutus","species","45638","Ti3","","61.7","56.8","1534"
"166161","occ","","","14992","Leptacodon packi","species","47525","Ti3","","61.7","56.8","1534"
"166171","occ","","","14992","Protictis paralus","species","50963","Ti3","","61.7","56.8","1534"
"166172","occ","","","14992","Raphictis gausion","species","51311","Ti3","","61.7","56.8","1534"
"166198","occ","21562","","14995","Diacocherus meizon","species","45616","Tiffanian","","61.7","56.8","1536"
"166199","occ","","","14995","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","2997"
"166200","occ","","","14995","Nyctitheriidae","family","40496","Tiffanian","","61.7","56.8","1536"
"166206","occ","585","","14995","Viverravus laytoni","species","50960","Tiffanian","","61.7","56.8","6294"
"166213","occ","588","","14996","Didymictis proteus","species","45734","Tiffanian","","61.7","56.8","1542"
"166227","occ","594","","14999","Miacidae","family","40978","Tiffanian","","61.7","56.8","6294"
"166245","occ","","","15000","Leptacodon","genus","40499","Tiffanian","","61.7","56.8","1459"
"166255","occ","597","","15000","Bryanictis microlestes","species","45731","Tiffanian","","61.7","56.8","6294"
"166273","occ","","","15005","Protictis","genus","97765","Tiffanian","","61.7","56.8","1536"
"166288","occ","","","15008","Leptacodon munusculum","species","47524","Tiffanian","","61.7","56.8","1671"
"166289","occ","","","15008","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","1671"
"166316","occ","603","","15014","Bryanictis microlestes","species","45731","Tiffanian","","61.7","56.8","6294"
"166345","occ","","","15017","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","2953"
"166346","occ","","","15017","Leptacodon munusculum","species","47524","Tiffanian","","61.7","56.8","2953"
"166347","occ","605","","15017","Diacocherus meizon","species","45616","Tiffanian","","61.7","56.8","1652"
"166368","occ","","","15017","Tytthaena parrisi","species","52546","Tiffanian","","61.7","56.8","2953"
"166369","occ","613","","15017","Protictis agastor","species","50956","Tiffanian","","61.7","56.8","1676"
"166370","occ","","","15017","Protictis paralus","species","50963","Tiffanian","","61.7","56.8","1676"
"166371","occ","614","","15017","Raphictis gausion","species","51311","Tiffanian","","61.7","56.8","1676"
"166393","occ","619","","15024","Didymictis proteus","species","45734","Late Paleocene","","58.7","55.8","6294"
"166414","occ","","","15025","Leptacodon munusculum","species","47524","Tiffanian","","61.7","56.8","2165"
"166433","occ","625","","15025","Protictis (Bryanictis)","subgenus","40972","Tiffanian","","61.7","56.8","6294"
"166434","occ","","","15025","Simpsonictis","genus","40994","Tiffanian","","61.7","56.8","2164"
"166440","occ","","","15027","Protictis paralus","species","50963","Tiffanian","","61.7","56.8","2220"
"166444","occ","626","","15028","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","6294"
"166445","occ","627","","15028","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","6294"
"166457","occ","","","15032","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","3020"
"166459","occ","628","","15032","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","6294"
"166463","occ","","","15032","Viverravinae","subfamily","57926","Tiffanian","","61.7","56.8","3020"
"166464","occ","629","","15032","Viverravidae","family","40992","Tiffanian","","61.7","56.8","6294"
"166465","occ","","","15032","Propalaeanodon schaffi","species","50870","Tiffanian","","61.7","56.8","2952"
"166477","occ","","","15034","Leptacodon","genus","40499","Tiffanian","","61.7","56.8","2536"
"166488","occ","","","15034","Didymictis","genus","40973","Tiffanian","","61.7","56.8","2536"
"166502","occ","641","","15035","Didymictis","genus","40973","Tiffanian","Clarkforkian","61.7","55.8","6294"
"166517","occ","647","","15036","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","6294"
"166577","occ","","","15048","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","3717"
"166580","occ","","","15048","Nyctitherium","genus","40501","Tiffanian","","61.7","56.8","3717"
"166596","occ","","","15048","Protictis haydenianus","species","45728","Tiffanian","","61.7","56.8","3717"
"166597","occ","673","","15048","Bryanictis microlestes","species","45731","Tiffanian","","61.7","56.8","6294"
"166598","occ","674","","15048","Carnivora","order","36905","Tiffanian","","61.7","56.8","6294"
"166599","occ","","","15048","Didymictis","genus","40973","Tiffanian","","61.7","56.8","3717"
"166618","occ","","","15049","Leptacodon packi","species","47525","Tiffanian","","61.7","56.8","2953"
"166620","occ","678","","15049","Diacocherus minutus","species","45638","Tiffanian","","61.7","56.8","6294"
"166621","occ","","","15049","Apternodontidae","family","40515","Tiffanian","","61.7","56.8","2953"
"166633","occ","683","","15049","Didymictis proteus","species","45734","Tiffanian","","61.7","56.8","6294"
"166634","occ","684","","15049","Viverravus politus","species","52668","Tiffanian","","61.7","56.8","6294"
"166635","occ","685","","15049","Viverravus laytoni","species","50960","Tiffanian","","61.7","56.8","6294"
"166636","occ","","","15049","Viverravinae","subfamily","57926","Tiffanian","","61.7","56.8","2953"
"166637","occ","","","15049","Propalaeanodon schaffi","species","50870","Tiffanian","","61.7","56.8","2953"
"166652","occ","","","15056","Dipsalodon churchillorum","species","45864","Tiffanian","","61.7","56.8","1745"
"166658","occ","690","","15057","Viverravus politus","species","52668","Tiffanian","","61.7","56.8","6294"
"166677","occ","","","15064","Leptacodon tener","species","47529","Tiffanian","","61.7","56.8","2164"
"166684","occ","","","15064","Protictis","genus","97765","Tiffanian","","61.7","56.8","2164"
"166699","occ","697","","15065","Viverravus politus","species","52668","Tiffanian","","61.7","56.8","6294"
"166744","occ","705","","15067","Bryanictis microlestes","species","45731","Tiffanian","","61.7","56.8","2165"
"166745","occ","706","","15067","Simpsonictis","genus","40994","Tiffanian","","61.7","56.8","2385"
"166747","occ","","","15068","Dipsalodon churchillorum","species","45864","Tiffanian","","61.7","56.8","1745"
"166748","occ","707","","15068","Viverravus politus","species","52668","Tiffanian","","61.7","56.8","6294"
"166762","occ","","","15072","Plagioctenodon","genus","40503","Clarkforkian","","56.8","55.8","3643"
"166763","occ","","","15072","Wyonycteris","genus","40506","Clarkforkian","","56.8","55.8","3643"
"166764","occ","","","15072","Limaconyssus","genus","40500","Clarkforkian","","56.8","55.8","3643"
"166765","occ","","","15072","Ceutholestes","genus","40498","Clarkforkian","","56.8","55.8","3643"
"166767","occ","","","15072","Diacocherus minutus","species","45638","Clarkforkian","","56.8","55.8","3643"
"166789","occ","","","15072","Didymictis","genus","40973","Clarkforkian","","56.8","55.8","2953"
"166790","occ","718","","15072","Viverravus","genus","40995","Clarkforkian","","56.8","55.8","3643"
"166793","occ","","","15072","Palaeanodon parvulus","species","49610","Clarkforkian","","56.8","55.8","3643"
"166805","occ","725","","15075","Viverravus","genus","40995","Clarkforkian","","56.8","55.8","6294"
"166832","occ","740","","15079","Viverravus","genus","40995","Clarkforkian","","56.8","55.8","2953"
"166847","occ","","","15080","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"166850","occ","","","15081","Plagioctenodon rosei","species","47527","Clarkforkian","","56.8","55.8","1656"
"166851","occ","","","15081","Leptacodon","genus","40499","Clarkforkian","","56.8","55.8","1656"
"166852","occ","","","15081","Plagioctenodon krausae","species","50386","Clarkforkian","","56.8","55.8","1656"
"166853","occ","","","15081","Limaconyssus habrus","species","47668","Clarkforkian","","56.8","55.8","1656"
"166854","occ","","","15081","Wyonycteris chalix","species","52712","Clarkforkian","","56.8","55.8","1656"
"166855","occ","","","15081","Icaronycteris","genus","40632","Clarkforkian","","56.8","55.8","1656"
"166859","occ","749","","15081","Viverravus laytoni","species","50960","Clarkforkian","","56.8","55.8","6294"
"166860","occ","","","15081","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"166884","occ","","","15084","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"166885","occ","","","15084","Uintacyon rudis","species","52561","Clarkforkian","","56.8","55.8","2953"
"166886","occ","754","","15084","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","1745"
"166893","occ","756","","15085","Plagioctenodon rosei","species","47527","Clarkforkian","","56.8","55.8","1656"
"166894","occ","","","15085","Plagioctenodon krausae","species","50386","Clarkforkian","","56.8","55.8","2159"
"166896","occ","757","","15085","Diacocherus minutus","species","45638","Clarkforkian","","56.8","55.8","6294"
"166911","occ","761","","15085","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"166912","occ","762","","15085","Viverravus laytoni","species","50960","Clarkforkian","","56.8","55.8","6294"
"166913","occ","","","15085","Uintacyon rudis","species","52561","Clarkforkian","","56.8","55.8","2159"
"166914","occ","763","","15085","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","6294"
"166919","occ","","","15086","Dipsalodon matthewi","species","45865","Clarkforkian","","56.8","55.8","1745"
"166927","occ","766","","15087","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"166928","occ","","","15087","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2787"
"166929","occ","767","","15087","Dipsalidictis krausei","species","45861","Clarkforkian","","56.8","55.8","1745"
"166937","occ","","","15089","Pontifactor bestiola","species","50645","Clarkforkian","","56.8","55.8","2159"
"166938","occ","","","15089","Plagioctenodon krausae","species","50386","Clarkforkian","","56.8","55.8","2159"
"166939","occ","768","","15089","Diacocherus minutus","species","45638","Clarkforkian","","56.8","55.8","6294"
"166957","occ","772","","15089","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"166958","occ","","","15089","Palaeanodon parvulus","species","49610","Clarkforkian","","56.8","55.8","2159"
"166971","occ","774","","15091","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"166972","occ","775","","15091","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","6294"
"166990","occ","780","","15092","Dipsalidictis transiens","species","49544","Clarkforkian","","56.8","55.8","6294"
"166991","occ","781","","15092","Dipsalidictis platypus","species","45862","Clarkforkian","","56.8","55.8","6294"
"166993","occ","782","","15092","Dipsalodon churchillorum","species","45864","Clarkforkian","","56.8","55.8","2953"
"166994","occ","","","15092","Dipsalodon matthewi","species","45865","Clarkforkian","","56.8","55.8","2536"
"166995","occ","","","15092","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2536"
"166996","occ","","","15092","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2536"
"166997","occ","","","15092","Viverravus acutus","species","52659","Clarkforkian","","56.8","55.8","2536"
"167018","occ","","","15094","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167025","occ","","","15095","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167035","occ","791","","15097","Viverravus acutus","species","52659","Clarkforkian","","56.8","55.8","2787"
"167041","occ","","","15098","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167056","occ","797","","15099","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167057","occ","","","15099","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167058","occ","798","","15099","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","6294"
"167066","occ","","","15100","Dipsalidictis platypus","species","45862","Clarkforkian","","56.8","55.8","1745"
"167071","occ","802","","15101","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167080","occ","","","15102","Uintacyon rudis","species","52561","Clarkforkian","","56.8","55.8","2953"
"167087","occ","","","15103","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167088","occ","","","15103","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167089","occ","805","","15103","Dipsalidictis","genus","40957","Clarkforkian","","56.8","55.8","6294"
"167099","occ","","","15104","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167100","occ","","","15104","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167104","occ","","","15105","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167107","occ","","","15106","Uintacyon rudis","species","52561","Clarkforkian","","56.8","55.8","2953"
"167115","occ","","","15107","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167116","occ","","","15107","Uintacyon rudis","species","52561","Clarkforkian","","56.8","55.8","2953"
"167117","occ","","","15107","Palaeonictis peloria","species","49676","Clarkforkian","","56.8","55.8","1745"
"167123","occ","813","","15109","Diacocherus minutus","species","45638","Clarkforkian","","56.8","55.8","6294"
"167129","occ","","","15109","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167130","occ","","","15109","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167131","occ","815","","15109","Dipsalidictis krausei","species","45861","Clarkforkian","","56.8","55.8","1745"
"167139","occ","818","","15110","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167140","occ","","","15110","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167147","occ","","","15111","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167148","occ","","","15111","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","1745"
"167156","occ","","","15112","Palaeonictis peloria","species","49676","Clarkforkian","","56.8","55.8","2953"
"167163","occ","823","","15114","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167164","occ","","","15114","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167165","occ","","","15114","Uintacyon rudis","species","52561","Clarkforkian","","56.8","55.8","2953"
"167172","occ","825","","15115","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167175","occ","","","15116","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167179","occ","","","15119","Ceutholestes dolosus","species","45027","Clarkforkian","","56.8","55.8","2972"
"167180","occ","","","15119","Plagioctenodon rosei","species","47527","Clarkforkian","","56.8","55.8","1656"
"167190","occ","828","","15119","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167191","occ","","","15119","Dipsalodon matthewi","species","45865","Clarkforkian","","56.8","55.8","1745"
"167192","occ","829","","15119","Dipsalidictis","genus","40957","Clarkforkian","","56.8","55.8","6294"
"167204","occ","","","15121","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167211","occ","","","15122","Viverravus politus","species","52668","Clarkforkian","","56.8","55.8","2953"
"167212","occ","832","","15122","Dipsalidictis","genus","40957","Clarkforkian","","56.8","55.8","6294"
"167223","occ","","","15124","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167224","occ","834","","15124","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","1745"
"167238","occ","839","","15126","Didymictis proteus","species","45734","Clarkforkian","","56.8","55.8","2787"
"167239","occ","840","","15126","Dipsalidictis aequidens","species","49533","Clarkforkian","","56.8","55.8","1745"
"167240","occ","841","","15126","Tytthaena lichna","species","49538","Clarkforkian","","56.8","55.8","6294"
"167241","occ","","","15126","Dipsalodon matthewi","species","45865","Clarkforkian","","56.8","55.8","2953"
"167242","occ","","","15126","Dipsalodon","genus","40958","Clarkforkian","","56.8","55.8","2953"
"167247","occ","","","15127","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167260","occ","","","15131","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167263","occ","","","15132","Plagioctenodon rosei","species","47527","Clarkforkian","","56.8","55.8","1656"
"167274","occ","","","15132","Didymictis protenus","species","47676","Clarkforkian","","56.8","55.8","2953"
"167275","occ","","","15132","Viverravus acutus","species","52659","Clarkforkian","","56.8","55.8","2953"
